,category,date,section,tags,title,topics,url
13967,Apps,2015-03-11,mobile/,"news-apps,apple-watch-apps,flipboard",Sneak Peek At Flipboard’s Apple Watch App,apple-watch,https://techcrunch.com/2015/03/11/sneak-peek-at-flipboards-apple-watch-app/
13969,Apps,2015-03-10,mobile/,"ranking,bans,apps",Yik Yak Quietly Dropped From Google Play Charts In October,yik-yak,https://techcrunch.com/2015/03/10/yik-yak-has-been-delisted-on-google-play-since-october/
13972,Apps,2015-03-10,mobile/,iphone,Google’s Redesigned Calendar App Comes To iPhone,"android,google",https://techcrunch.com/2015/03/10/googles-redesigned-calendar-app-comes-to-iphone/
13973,Apps,2015-03-10,mobile/,"events,apps,mobile",Google Accidentally Reveals Its Own Mobile Events App,google,https://techcrunch.com/2015/03/10/google-accidentally-reveals-its-own-mobile-events-app/
14058,Apps,2015-03-09,mobile/,watchlaunch,You Can Keep Your iPhone In Your Pocket. Don’t Believe Me? Just Watch,"apple,apple-watch",https://techcrunch.com/2015/03/09/not-subordinate/
14059,Apps,2015-03-09,mobile/,"watch-apps,apps,watchlaunch",What Your Favorite Apps Look Like On Apple Watch (Plus New Ones!),apple-watch,https://techcrunch.com/2015/03/09/what-your-favorite-apps-look-like-on-apple-watch-plus-new-ones/
14061,Apps,2015-03-09,mobile/,"apps,watchlaunch,social","What Facebook, Instagram, Twitter And WeChat Look Like On The Apple Watch",apple-watch,https://techcrunch.com/2015/03/09/what-facebook-instagram-twitter-and-wechat-look-like-on-the-apple-watch/
14062,Mobile,2015-03-09,mobile/,watchlaunch,Apple Pay Now Accepted In Nearly 700K Locations,"apple-watch,apple,apple-pay",https://techcrunch.com/2015/03/09/apple-pay-stats/
14066,Apps,2015-03-06,mobile/,"mobile,apps,security","WhatsApp Says It’s Not “Permanently” Banning Users From Its Service, Just Blocking Third-Party Clients",whatsapp,https://techcrunch.com/2015/03/06/whatsapp-says-its-not-permanently-banning-users-from-its-service-just-blocking-third-party-clients/
14154,Mobile,2015-03-05,mobile/,"cocktails,knowledge-graph",Google’s Newest Search Feature Tells You How To Make A Cocktail,google,https://techcrunch.com/2015/03/05/googles-newest-search-feature-tells-you-how-to-make-a-cocktail/
14178,Apps,2015-02-12,gadgets/,"voip,microsoft-windows,smartphones",Windows 10 Technical Preview For Phones Now Available,microsoft,https://techcrunch.com/2015/02/12/windows-10-technical-preview-for-phones-now-available/
14235,Apps,2015-10-22,startups/,kevin-gibbon,"Shyp Overhauls Its Look, And Brand, With A Big App Update",shyp,https://techcrunch.com/2015/10/22/shyp-overhauls-its-look-and-brand-with-a-big-app-update/
14240,Apps,2015-10-21,startups/,"twitterflight2015,mac",Twitter Revamps Twitter For Mac Desktop App,twitter,https://techcrunch.com/2015/10/21/twitter-revamps-twitter-for-mac-desktop-app/
14245,Apps,2015-03-03,mobile/,digits,Twitter Adds Friend-Finding And Two-Step Authentication To Its Login Service Digits,twitter,https://techcrunch.com/2015/03/03/twitter-adds-friend-finding-and-two-step-authentication-to-its-login-service-digits/
14249,Apps,2015-03-03,mobile/,"waze,smartphone",Waze Becomes One Of Google’s Pre-Installation Options For Android Devices,"android,google",https://techcrunch.com/2015/03/03/waze-becomes-one-of-googles-pre-installation-options-for-android-devices/
14254,Apps,2015-03-02,mobile/,"mobile,apps","Twitter Vets Launch OneShot, An App For Highlighting And Tweeting Screenshots Of Text",twitter,https://techcrunch.com/2015/03/02/twitter-vets-launch-oneshot-an-app-for-highlighting-and-tweeting-screenshots-of-text/
14256,Mobile,2015-03-02,mobile/,internet-org,"Zuck Says “Sure”, Facebook Would Love To Work With Google On Global Internet Access","google,facebook",https://techcrunch.com/2015/03/02/and-connectivity-for-all/
14351,Mobile,2015-03-02,mobile/,mwc-2015,"Microsoft’s New Lumia 640 And Lumia 640 XL Ship With Office, Free Skype Calling",microsoft,https://techcrunch.com/2015/03/02/microsofts-new-lumia-640-and-lumia-640-xl-ship-with-office-free-skype-calling/
14357,Mobile,2015-03-01,mobile/,mwc-2015,"Mozilla’s CTO On Cars, Facebook And Why It Doesn’t Matter You Can’t Use Uber On Firefox OS","firefox,mozilla",https://techcrunch.com/2015/03/01/mozilla-cto-interview/
14358,Mobile,2015-03-01,mobile/,"mwc-2015,mwc2015",Firefox OS Flips Into The U.S. With Verizon Feature Phones; Enters Africa With Orange And The $40 Klif,mozilla,https://techcrunch.com/2015/03/01/mozilla-firefox-os-verizon-africa/
14401,Apps,2013-12-27,social/,"white-hat,security","Snapchat Downplays Phone Number Matching Hack, Says It’s Added New Counter-Measures",snapchat,https://techcrunch.com/2013/12/27/snapchat-phone-number-hack/
14435,Apps,2015-10-16,startups/,"milk,jay-z,tidal",Meeting Between Jay Z And Samsung Could Forecast Tidal Acquisition,samsung,https://techcrunch.com/2015/10/16/meeting-between-jay-z-and-samsung-could-forecast-tidal-acquisition/
14541,Apps,2015-02-25,mobile/,visual-studio,Microsoft’s After-Hours Employee App Project Offers A Slate Of New Software,"android,microsoft",https://techcrunch.com/2015/02/25/microsofts-after-hours-employee-app-project-offers-a-slate-of-new-software/
14545,Apps,2015-02-24,mobile/,"medium,artsy,wake",Designers Ditch Perfectionism For Instant Feedback With Wake,facebook,https://techcrunch.com/2015/02/24/how-does-this-look/
14638,Mobile,2015-02-23,mobile/,"email,inbox-for-work,inbox",Google Launches Invite Program To Bring Inbox To Google Apps For Work Customers,google,https://techcrunch.com/2015/02/23/google-starts-invite-program-to-bring-inbox-to-google-apps-for-work-customers/
14644,Apps,2015-02-19,mobile/,messaging,"A Year Later, $19 Billion For WhatsApp Doesn’t Sound So Crazy","facebook,whatsapp",https://techcrunch.com/2015/02/19/crazy-like-a-facebook-fox/
14728,Apps,2015-10-12,startups/,allrecipes,Instacart And Allrecipes Now Let You Add A Meal’s Ingredients To Your Grocery List With A Click,instacart,https://techcrunch.com/2015/10/12/instacart-and-allrecipes-now-let-you-add-a-meals-ingredients-to-your-grocery-list-with-a-click/
14740,Apps,2015-02-17,mobile/,fade,Yik Yak Systematically Downvotes Mentions Of Competitors,yik-yak,https://techcrunch.com/2015/02/17/yakgate/
14741,Apps,2015-02-17,mobile/,"office,microsoft-office","Microsoft’s Office Apps Open Up To Third Parties, Starting With iCloud And Box",microsoft,https://techcrunch.com/2015/02/17/microsofts-office-apps-open-up-to-third-parties-starting-with-icloud-and-box/
14742,Apps,2015-02-17,mobile/,"sparrow,iphone","Sparrow Flies Away, As Google Finally Pulls iOS And Mac Email Apps From Apple’s Stores","android,google",https://techcrunch.com/2015/02/17/google-sparrow/
14917,Apps,2015-02-12,mobile/,testflight,Apple Brings Groups To TestFlight,apple,https://techcrunch.com/2015/02/12/apple-brings-groups-to-testflight-for-easier-ab-testing/
14919,Apps,2015-02-12,mobile/,"voip,microsoft-windows,smartphones",Windows 10 Technical Preview For Phones Now Available,microsoft,https://techcrunch.com/2015/02/12/windows-10-technical-preview-for-phones-now-available/
14926,Apps,2015-02-11,mobile/,sunrise,"Microsoft Confirms Sunrise Acquisition, Adds Depth To Its Mobile Productivity Offerings",microsoft,https://techcrunch.com/2015/02/11/microsoft-confirms-sunrise-acquisition-adds-depth-to-it-mobile-productivity-offerings/
14927,Apps,2015-02-11,mobile/,"quantified-self,instant,mobile",Instant’s New Android App Lets You Track Just About Anything,android,https://techcrunch.com/2015/02/11/instants-new-android-app-lets-you-track-just-about-anything/
15007,Apps,2015-10-05,startups/,sols,"SOLS Lets You Buy 3D-Printed Insoles, Customized To Your Feet, Right From An iPhone App",3d-printing,https://techcrunch.com/2015/10/05/sols-lets-you-buy-3d-printed-insoles-customized-to-your-feet-right-from-an-iphone-app/
15019,Apps,2015-02-10,mobile/,facebook-groups,Facebook Adds A New Way To Sell Items In Groups,facebook,https://techcrunch.com/2015/02/10/facebook-adds-a-new-way-to-sell-items-in-groups/
15107,Apps,2015-10-01,startups/,sean-rad,Tinder’s Super Like Rolls Out Globally,tinder,https://techcrunch.com/2015/10/01/tinders-super-like-rolls-out-globally/
15110,Apps,2015-02-05,mobile/,social-network,"Facebook’s Dedicated App For The Famous Gains Twitter Sharing, Topics In Timeline","facebook,twitter,instagram",https://techcrunch.com/2015/02/05/facebooks-dedicated-app-for-the-famous-gains-twitter-sharing-topics-in-timeline/
15117,Mobile,2015-02-04,mobile/,"iphone,nokia",Apple’s iPhone Overtakes Android In US Sales For The First Time Since 2012,"apple,samsung",https://techcrunch.com/2015/02/04/apples-iphone-overtakes-android-in-us-sales-for-the-first-time-since-2012/
15122,Apps,2015-02-02,mobile/,tinder-plus,"Tinder Plus, The Paid Version Featuring An Undo Button And More, Arrives In U.S. Next Month",tinder,https://techcrunch.com/2015/02/02/tinder-plus-the-paid-version-featuring-an-undo-button-and-more-arrives-in-u-s-next-month/
15190,Apps,2015-09-30,startups/,opentable,Foursquare Taps Button For Deeper Integration With OpenTable,foursquare,https://techcrunch.com/2015/09/30/foursquare-taps-button-for-deeper-integration-with-opentable/
15197,Apps,2015-09-29,startups/,eden,"Eden, Offering On-Demand Tech Support, Launches A Business Product",y-combinator,https://techcrunch.com/2015/09/29/eden-offering-on-demand-tech-support-launches-a-business-product/
15199,Apps,2015-01-30,mobile/,"apps,app-store,ios-app-store","“Zombie” Apps On The Rise – 83% Of Apps Not On Top Lists, Up From 74% Last Year",apple,https://techcrunch.com/2015/01/30/zombie-apps-on-the-rise-83-of-apps-not-on-top-lists-up-from-74-last-year/
15209,Apps,2015-01-29,mobile/,office-for-android,Microsoft’s Office For Android Tablets Comes Out Of Preview,"google,android,microsoft",https://techcrunch.com/2015/01/29/microsofts-office-for-android-tablets-comes-out-of-preview/
15389,Mobile,2015-01-26,mobile/,"windows-10,mobile",Microsoft Faces Stiff Mobile Challenge,microsoft,https://techcrunch.com/2015/01/26/microsoft-faces-stiff-mobile-challenge/
15401,Mobile,2015-01-22,mobile/,"sprint,carrier,mvno",Why Google’s Plan To Sell Wireless Probably Doesn’t Scare Network Providers,google,https://techcrunch.com/2015/01/22/why-googles-plan-to-sell-wireless-probably-doesnt-scare-network-providers/
15404,Apps,2015-01-22,mobile/,music,"Spotify Adds Press To Play And Swipe To Save Gestures, Taking Cues From Snapchat And Tinder",spotify,https://techcrunch.com/2015/01/22/spotify-adds-touch-to-play-and-swipe-to-save-gestures-taking-cues-from-snapchat-and-tinder/
15487,Apps,2015-09-22,startups/,akash-garg,"Twitter Loses Its Sr. Director of Engineering, Growth and International Team To Uber","uber,twitter",https://techcrunch.com/2015/09/22/twitter-loses-its-sr-director-of-engineering-growth-and-international-team-to-uber/
15492,Apps,2015-01-21,mobile/,"apps,mobile,banned","WhatsApp Cracks Down On Third-Party Apps, Temporarily Bans Their Users From Its Service",whatsapp,https://techcrunch.com/2015/01/21/whatsapp-cracks-down-on-third-party-apps-temporarily-bans-their-users-from-its-service/
15505,Apps,2015-01-19,mobile/,windows-phone,"Spotify (Finally) Upgrades Windows Phone App With New Look And More Android, iOS Features","microsoft,spotify",https://techcrunch.com/2015/01/19/spotify-finally-upgrades-windows-phone-app-with-more-android-ios-features-like-your-music/
15507,Apps,2015-01-18,mobile/,"russia,crimea",Apple Cuts Off Developers In Crimea Following U.S. Sanctions,apple,https://techcrunch.com/2015/01/18/apple-crimea-developers/
15599,Apps,2015-01-14,mobile/,"convo,slack,facebook-at-work",How Facebook At Work Could Shrink Faceless Enterprises,facebook,https://techcrunch.com/2015/01/14/making-any-corporation-a-startup-again/
15666,Apps,2015-09-18,startups/,"pandora,tim-westergren,pandora-radio",How Will Pandora Survive Apple Music? Co-Founder Tim Westergren Will Tell Disrupt SF,apple,https://techcrunch.com/2015/09/18/opening-pandoras-box/
15686,Mobile,2015-01-14,mobile/,"india,tizen","Samsung Launches Its First Tizen-Powered Phone, The Z1, In India For $92",samsung,https://techcrunch.com/2015/01/14/finally-tizen/
15782,Mobile,2015-01-11,mobile/,galaxy,Samsung Packs An 8-Core Processor Into Its New 5.5-Inch Galaxy A7 Smartphone,samsung,https://techcrunch.com/2015/01/11/samsung-galaxy-a7/
15783,Mobile,2015-01-10,mobile/,music-streaming,Spotify Makes The Shift To Mobile With 52% Of Listening Now On Phones And Tablets,"spotify,apple",https://techcrunch.com/2015/01/10/music-is-a-mobile-linchpin/
15787,Apps,2015-01-08,mobile/,"developers,digital-rights,eff","The EFF’s New App Is Android-Only, As Organization Calls Out Apple For “Outrageous” Developer Terms",apple,https://techcrunch.com/2015/01/08/the-effs-new-app-is-android-only-as-organization-calls-out-apple-for-outrageous-developer-terms/
15793,Apps,2014-12-11,gadgets/,moov,Moov Fitness Tracker Lands On Android,android,https://techcrunch.com/2014/12/11/moov-fitness-tracker-lands-on-android/
15970,Apps,2015-01-02,mobile/,photos,The Photos App On iCloud.com Has Disappeared,"icloud,apple",https://techcrunch.com/2015/01/02/the-photos-app-on-icloud-com-has-disappeared/
16057,Apps,2015-09-09,startups/,sean-rad,Tinder’s Super Like Says More Than A Simple Right Swipe,tinder,https://techcrunch.com/2015/09/09/tinders-super-like-says-more-than-a-simple-right-swipe/
16075,Apps,2014-12-22,mobile/,aviate,"Yahoo Aviate Can Now Search For Apps, Contacts And The Web – Without Launching A Browser",yahoo,https://techcrunch.com/2014/12/22/yahoo-aviate-can-now-search-for-apps-contacts-and-the-web-without-launching-a-browser/
16081,Apps,2014-12-18,mobile/,"whisper,secret,anonymous","Few Winners In Anonymous Social Networking, And Secret’s Not One Of Them",yik-yak,https://techcrunch.com/2014/12/18/few-winners-in-anonymous-social-networking-and-secrets-not-one-of-them/
16170,Apps,2015-09-03,startups/,airbnb,Airbnb Rolls Out An Apple Watch App,apple-watch,https://techcrunch.com/2015/09/03/airbnb-rolls-out-an-apple-watch-app/
16176,Apps,2014-12-16,mobile/,sony,"Snapchat Plans Music Feature, Acquired QR Scan.me For $50M And Vergence Eyeglass Cam For $15M",snapchat,https://techcrunch.com/2014/12/16/snapchat-emails-not-so-ephemeral/
16178,Apps,2014-12-16,mobile/,facebook-photos,Facebook Starts Auto-Enhancing Photos Because Algorithms Are Better At Filters Than You,"twitter,instagram,facebook",https://techcrunch.com/2014/12/16/enhance-enhance-enhance/
16190,Apps,2014-11-24,gadgets/,"apps,iphone-6-plus",Apple’s iPhone 6 Sales Drive App Downloads Sky-High In October,"apple,iphone-6",https://techcrunch.com/2014/11/24/apples-iphone-6-sales-drive-app-downloads-sky-high-in-october/
16282,Apps,2014-12-11,mobile/,driving,Drivemode Raises $2 Million For An App Drivers Can Use Without Looking At Their Phone,android,https://techcrunch.com/2014/12/11/drivemode-raises-2-million-for-an-app-drivers-can-use-without-looking-at-their-phone/
16284,Apps,2014-12-11,mobile/,"mobile,apps,msn","Microsoft Releases Half A Dozen MSN Apps For iOS And Android, Offering News, Sports, Weather And More",microsoft,https://techcrunch.com/2014/12/11/microsoft-releases-half-a-dozen-msn-apps-for-ios-and-android-offering-news-sports-weather-and-more/
16287,Mobile,2014-12-11,mobile/,"dating-apps,hinge",Tinder Competitor Hinge Scores $12M To Bring Its Friends-Of-Friends Dating App Abroad,tinder,https://techcrunch.com/2014/12/11/hinge-in-the-streets-tinder-in-the-sheets/
16366,Apps,2015-08-30,startups/,"user-generated-content,fling,apple-app-store",Getting Banned From The App Store Was The Best Thing That Happened To Us,twitter,https://techcrunch.com/2015/08/30/getting-banned-from-the-app-store-was-the-best-thing-that-happened-to-us/
16375,Apps,2014-12-10,mobile/,gifts,"Amazon Launches Surprise!, A Facebook-Powered App For Sending Personalized E-Cards",amazon,https://techcrunch.com/2014/12/10/amazon-launches-surprise-a-facebook-powered-app-for-sending-personalized-e-cards/
16384,Apps,2014-12-09,mobile/,"game,gyroscope,gyro-skate","Warning, This App Could Trash Your Phone",android,https://techcrunch.com/2014/12/09/warning-this-app-could-trash-your-phone/
16385,Apps,2014-12-09,mobile/,"security,privacy,blackphone",Blackphone Confirms Privacy-Focused App Store And Device Sandboxes Incoming,android,https://techcrunch.com/2014/12/09/blackphone-confirms-privacy-focused-app-store-and-device-sandboxes-incoming/
16460,Apps,2015-08-28,startups/,"tlc,arro",NYC Taxis Are Testing An Uber-Like App Called Arro,uber,https://techcrunch.com/2015/08/28/nyc-taxis-are-testing-an-uber-like-app-called-arro/
16462,Apps,2015-08-27,startups/,vine,Vine ❤️ Music,twitter,https://techcrunch.com/2015/08/27/vine-courts-music-with-discovery-and-creation-tools/
16470,Apps,2015-08-27,startups/,direct-messenger,Direct Messenger Is An Unofficial Twitter DM App,twitter,https://techcrunch.com/2015/08/27/direct-messenger-is-an-unofficial-twitter-dm-app/
16477,Mobile,2014-12-08,mobile/,"facebook-graph-search,facebook-search",Facebook Brings Graph Search To Mobile And Lets You Find Feed Posts By Keyword,"google,facebook",https://techcrunch.com/2014/12/08/facebook-keyword-search/
16479,Mobile,2014-12-05,mobile/,"windows-phone,cortana",Microsoft Releases Cortana In 4 New Countries,microsoft,https://techcrunch.com/2014/12/05/microsoft-rolls-out-cortana-in-4-new-countries/
16480,Apps,2014-12-05,mobile/,search,"Torque, Microsoft’s Alternative To “OK Google,” Now Works On Android Smartphones","microsoft,android",https://techcrunch.com/2014/12/05/torque-microsofts-alternative-to-ok-google-now-works-on-android-smartphones/
16573,Mobile,2014-12-03,mobile/,iac,Barry Diller Says Tinder Succeeded Because IAC Left Its Founders Alone,tinder,https://techcrunch.com/2014/12/03/barry-diller-on-tinder/
16578,Mobile,2014-12-03,mobile/,"smartphones,research,kantar",Kantar: Apple On Track For ‘Record Quarter’ As iPhone 6 Sales Bump Up Its Market Share Vs. Android,apple,https://techcrunch.com/2014/12/03/kantar-apple-on-track-for-record-quarter-as-iphone-6-sales-bump-up-its-market-share-vs-android/
16581,Apps,2014-12-02,mobile/,"photo-filters,twitter-photos",Twitter Copies Instagram With New Adjustable Photo Filters,twitter,https://techcrunch.com/2014/12/02/twitterography/
16582,Mobile,2014-12-02,mobile/,"ios,windows-phone",Android 5.0 Currently Runs On Fewer Than 0.1% Of Handsets,android,https://techcrunch.com/2014/12/02/android-5-0-currently-runs-on-fewer-than-0-1-of-handsets/
16588,Apps,2014-12-01,mobile/,"mobile,email,acompli","Microsoft Buys Email App Acompli For $200M, Will Still Support Gmail And Other Competitors",microsoft,https://techcrunch.com/2014/12/01/microsoft-buys-email-app-acompli-for-200m-will-still-support-gmail-and-other-competitors/
16599,Apps,2014-11-10,gadgets/,"nokia,haltian,thingsee",Ex-Nokians Crowdfund A Device To Democratize The Internet Of Things,internet-of-things,https://techcrunch.com/2014/11/10/thingsee-one-kickstarter/
16667,Apps,2015-08-24,startups/,smart-routes,Uber Tests Bus-Style Discounted “Smart Routes”,"lyft,uber",https://techcrunch.com/2015/08/24/uber-smart-routes/
16672,Apps,2015-08-23,startups/,saas,Dropbox’s Wall Street Challenge,"box,dropbox-inc",https://techcrunch.com/2015/08/23/dropboxs-wall-street-challenge/
16684,Mobile,2014-11-27,mobile/,"mobile,engagement,analytics",Twitter Experiments With Engagement Stats Directly In Tweets,twitter,https://techcrunch.com/2014/11/27/twitter-in-app-engagement-analytics/
16692,Apps,2014-11-26,mobile/,"e-commerce,canopy",Canopy Brings A Curated Amazon Shopping Experience To The iPhone,amazon,https://techcrunch.com/2014/11/26/canopy-brings-a-curated-amazon-shopping-experience-to-the-iphone/
16772,Mobile,2014-11-25,mobile/,"idc,tablets",IDC: iPad Sees First-Ever Decline As Wider Tablet Shipment Growth Drops 7.2% In 2014 To 235.7M Units,"apple,ipad",https://techcrunch.com/2014/11/25/idc-ipad-sees-first-ever-decline-as-overall-tablet-shipment-growth-drops-7-2-in-2014-to-235-7m-units/
16783,Apps,2014-11-24,mobile/,"apps,iphone-6-plus",Apple’s iPhone 6 Sales Drive App Downloads Sky-High In October,"apple,iphone-6",https://techcrunch.com/2014/11/24/apples-iphone-6-sales-drive-app-downloads-sky-high-in-october/
16864,Apps,2014-11-21,mobile/,spotify,"Ears-On With Spotify In Uber: Fast, Fun Backset DJing If Drivers Have It",uber,https://techcrunch.com/2014/11/21/uber-spotify/
16869,Apps,2014-11-20,mobile/,"photos,carousel","Dropbox Drags Its Expensive, Forgotten Photo App Carousel To Web And Tablets",dropbox-inc,https://techcrunch.com/2014/11/20/dropbox-carousel/
16873,Apps,2014-11-19,mobile/,"ec,apps",Apple Relabels “Free” Download Buttons On iTunes And Mac App Store To “Get” Following Pressure from EC,apple,https://techcrunch.com/2014/11/19/apple-relabels-free-download-buttons-on-itunes-and-mac-app-store-to-get-following-pressure-from-ec/
16876,Apps,2014-11-19,mobile/,"windows-phone,swarm",The Old Foursquare Is Dead,foursquare,https://techcrunch.com/2014/11/19/foursquare-windows-phone-2/
16879,Apps,2014-11-18,mobile/,privacy,Uber Says It Won’t Look At User Data Except For “Legitimate Business Purposes”,uber,https://techcrunch.com/2014/11/18/legitimate-business-purposes/
16967,Apps,2015-08-17,startups/,xendit,P2P Payments App Xendit Launches In Indonesia,y-combinator,https://techcrunch.com/2015/08/17/p2p-payments-app-xendit-launches-in-indonesia/
16969,Apps,2015-08-17,startups/,circle-medical,Circle Medical Brings A Full Service Medical Practice To You,y-combinator,https://techcrunch.com/2015/08/17/circle-medical-brings-a-full-service-medical-practice-to-you/
16970,Apps,2014-11-18,mobile/,"development,watchkit","Apple Launches WatchKit, Letting Developers Begin Building For Its Wearable","apple-watch,apple",https://techcrunch.com/2014/11/18/apple-watchkit/
16972,Apps,2014-11-18,mobile/,"facebook-creative-labs,facebook-groups",Facebook Launches Standalone Groups App To Stoke Micro-Sharing,facebook,https://techcrunch.com/2014/11/18/facebook-launches-standalone-groups-app/
17072,Mobile,2014-11-14,mobile/,"iphone,imessage",Judge Puts Pressure On Apple By Consolidating Lawsuits Over Undelivered Texts,"apple,android",https://techcrunch.com/2014/11/14/judge-puts-pressure-on-apple-by-consolidating-lawsuits-over-undelivered-texts/
17073,Apps,2014-11-14,mobile/,"kakaotalk,facebook-games,facebook-messenger","Facebook Will Monetize Games With Ads, Not Messenger",facebook,https://techcrunch.com/2014/11/14/games-in-facebook-messenger/
17166,Apps,2015-08-12,startups/,"pr,communications,vanity-fair",“How Not To PR” By Tinder,tinder,https://techcrunch.com/2015/08/12/how-not-to-pr-by-tinder/
17183,Mobile,2014-11-11,mobile/,"iphone,imessage",Android User Takes Apple To Federal Court Over Undelivered Text Messages,"android,apple",https://techcrunch.com/2014/11/11/android-user-takes-apple-to-federal-court-over-undelivered-text-messages/
17276,Mobile,2014-11-10,mobile/,lumia,Microsoft’s New Lumia 535 Costs $140 And Is Its First Non-Nokia Smartphone,microsoft,https://techcrunch.com/2014/11/10/microsofts-new-lumia-535-costs-140-and-is-its-first-non-nokia-smartphone/
17277,Apps,2014-11-10,mobile/,creators,Instagram Launches A People Discovery Tab To Fill Your Feed With Fresh Creators,"facebook,instagram",https://techcrunch.com/2014/11/10/instagram-discover-people/
17283,Mobile,2014-11-09,mobile/,imessage,Here’s How To De-Register iMessage If You’ve Switched Platforms With Apple’s New Tool,apple,https://techcrunch.com/2014/11/09/how-to-deregister-imessage-number/
17287,Apps,2014-11-07,mobile/,facebook-pages,Unfollow Your Most Annoying Facebook Friends And Pages With “News Feed Settings”,facebook,https://techcrunch.com/2014/11/07/news-feed-settings/
17381,Apps,2014-11-05,mobile/,"app,inbox",Google Guarantees Inbox Invite By 5 PM PT If You Ask During Today’s ‘Happy Hour’,"gmail,google",https://techcrunch.com/2014/11/05/google-inbox-invite-happy-hour/
17382,Apps,2014-11-05,mobile/,"maps,ios",Google’s Maps App For iOS And Android Gets Material Design And Uber Estimates,"android,google-maps",https://techcrunch.com/2014/11/05/google-maps-material-design-uber/
17387,Mobile,2014-11-04,mobile/,lg,Google And LG Strike 10-Year Global Patent Agreement,google,https://techcrunch.com/2014/11/04/google-and-lg-strike-10-year-global-patent-agreement/
17393,Apps,2014-11-04,mobile/,"photography,prime-photos,amazon-prime","Amazon Prime Members’ Newest Benefit Is Free, Unlimited Photo Storage",amazon,https://techcrunch.com/2014/11/04/amazon-prime-members-newest-benefit-is-free-unlimited-photo-storage/
17394,Apps,2014-10-14,gadgets/,"keyboard,app,iphone-6-plus","The iPhone 6 Plus Gets A One-Handed Keyboard App, And It’s Glorious",iphone-6,https://techcrunch.com/2014/10/14/iphone-6-plus-one-handed-keyboard-app/
17406,Apps,2014-10-09,gadgets/,"ofcom,kids","One In Three U.K. Children Now Owns A Tablet — Instagram, Snapchat, WhatsApp Use Also Rising","instagram,facebook",https://techcrunch.com/2014/10/09/ofcom-2014-report/
17481,Mobile,2014-11-03,mobile/,material-design,Googlers Say Their New “Material Design” Guidelines Will Unify Apps Across Android Devices,"android,google",https://techcrunch.com/2014/11/03/google-lollipop-material-design/
17490,Apps,2014-10-30,mobile/,"email,crm,sales",Immediately Is An Email App For Sales Reps That Tracks When Messages Are Read,salesforce,https://techcrunch.com/2014/10/30/immediately-launches-an-email-app-for-sales-reps-that-tracks-when-messages-are-read/
17501,Apps,2014-10-08,gadgets/,"connected-devices,apps,app-annie",Google Chromecast Is The Top “Connected Device” App,chromecast,https://techcrunch.com/2014/10/08/google-chromecast-is-the-top-connected-device-app/
17585,Apps,2014-10-29,mobile/,"mobile-payments,mcx","MCX Says QR Payments App Will Pivot To NFC If Necessary, Won’t Fine Retailers Who Break Exclusivity",apple-pay,https://techcrunch.com/2014/10/29/mcx-press-conference/
17592,Apps,2014-10-28,mobile/,"video,apps,mobile",YouTube Introduces WatchMe For Android To Bring Live Broadcasting Capabilities To Apps,youtube,https://techcrunch.com/2014/10/28/youtube-watchme-for-android/
17593,Apps,2014-10-28,mobile/,"app,health,google-fit",Google Fit App Now Available For Android Devices,android,https://techcrunch.com/2014/10/28/google-fit-app-now-available-for-android-devices/
17597,Apps,2014-10-28,mobile/,"material-design,lollipop",Google’s Material Design Checklist For Android Shows What’s Coming In Lollipop Apps,"google,android",https://techcrunch.com/2014/10/28/googles-material-design-checklist-for-android-shows-whats-coming-in-lollipop-apps/
17694,Apps,2014-10-27,mobile/,"second-screen,twitter-audio,twitter-video",Twitter Becomes Its Own Second Screen With Dockable Videos That Play While You Browse,twitter,https://techcrunch.com/2014/10/27/picture-in-twitter/
17696,Mobile,2014-10-27,mobile/,"ios,carplay,alpine","Alpine Ships A New 7″ CarPlay-Capable Deck, But It’ll Cost You $800",apple,https://techcrunch.com/2014/10/27/alpine-ships-a-new-7-carplay-capable-deck-but-itll-cost-you-800/
17702,Apps,2014-10-25,mobile/,"payments,currentc",CurrentC Is The Big Retailers’ Clunky Attempt To Kill Apple Pay And Credit Card Fees,apple-pay,https://techcrunch.com/2014/10/25/currentc/
17798,Apps,2014-10-24,mobile/,"op-ed,groups",The Groups App I Wish Facebook Would Build,facebook,https://techcrunch.com/2014/10/24/the-groups-app-i-wish-facebook-would-build/
17804,Apps,2014-10-23,mobile/,"testflight,beta-testing",TestFlight Beta Testing Goes Live For All iOS Developers,apple,https://techcrunch.com/2014/10/23/testflight-beta-testing-goes-live-for-all-ios-developers/
17805,Apps,2014-10-23,mobile/,"mobile,apps,anonymous",Facebook Launches Pseudonymous App “Rooms” That Lets You Create Forums About Any Topic,facebook,https://techcrunch.com/2014/10/23/facebook-rooms/
17809,Apps,2014-10-23,mobile/,inbox,Google Inbox Invite Hits eBay,"gmail,google",https://techcrunch.com/2014/10/23/google-inbox-invite-hits-ebay/
17811,Apps,2014-10-22,mobile/,"iphone,app,inbox",Hands On With Google Inbox: Useful Email Triage Tools For A Mobile Workflow,gmail,https://techcrunch.com/2014/10/22/hands-on-with-google-inbox-useful-email-triage-tools-for-a-mobile-workflow/
17813,Apps,2014-10-22,mobile/,digits,"Twitter Launches Digits, A New Way To Sign In To Apps Without Using Passwords",twitter,https://techcrunch.com/2014/10/22/twitter-launches-digits-a-new-way-to-sign-in-to-apps-without-using-passwords/
